id,project_code,name,project_type,clients,initial_sample_size,sample,cpi,other_cost,operation_select,finance_select,upload_document,tentative_start_date,tentative_end_date,estimated_time,man_days,total_achievement,remaining_interview,status,remark,created_by,assigned_to,created_at,is_active
3592,003pot269,2028a - Uni - Pilot Survey Follow Up,CATI,potloc,2,2,44,,1,0,,04-03-25 5:30,10-03-25 5:30,"6 days, 0:00:00",,,,Completed,,Saransh Sharma,Jagdeep Yadav,05-03-25 18:38,1
3591,001glg868,E-commerce Advertisers-Unimrkt,CATI,GLG,10,30,49,,1,0,,04-03-25 5:30,21-03-25 5:30,"17 days, 0:00:00",2.25,16,14,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 18:37,1
3590,035har051,JH 2023-055 / 2025-055,Online,Harmon,2,200,40,,1,0,,04-03-25 5:30,11-04-25 5:30,"38 days, 0:00:00",0.5,135,65,Completed,,Saransh Sharma,Pankaj Nandolia,05-03-25 18:37,1
3589,001glg867,ENT Tech Emerging-unimrkt || Law Firm Vendor Onboa,CATI,GLG,5,25,49,,1,0,,04-03-25 5:30,14-03-25 5:30,"10 days, 0:00:00",1.25,8,17,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 18:36,1
3588,038kan048,UM_91266071 Nationwide Brand Health Tracker - 1563,CATI,Kantar,30,50,55,,1,0,,03-03-25 5:30,18-03-25 5:30,"15 days, 0:00:00",8,50,0,Completed,,Saransh Sharma,Jagdeep Yadav,05-03-25 18:36,1
3587,001glg866,Data Privacy Compliance,CATI,GLG,5,50,49,,1,0,,03-03-25 5:30,14-03-25 5:30,"11 days, 0:00:00",1,7,43,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 18:34,1
3586,003pot268,Waste disposal sites,CATI,potloc,10,20,42,,1,0,,03-03-25 5:30,21-03-25 5:30,"18 days, 0:00:00",2.5,9,11,Completed,,Saransh Sharma,Jagdeep Yadav,05-03-25 18:33,1
3585,003pot267,"RfQ - Neuro, spinal & radiosurgery",CATI,potloc,45,70,83,,1,0,,03-03-25 5:30,24-03-25 5:30,"21 days, 0:00:00",17,65,5,Completed,,Saransh Sharma,Shivani Hanjura,05-03-25 18:33,1
3584,007qua088,Qual130-0122-StarlinkCustomers-[SJ] | Unimrkt,CATI,Qualtrics,500,500,22,,1,0,,03-03-25 5:30,02-04-25 5:30,"30 days, 0:00:00",68,500,0,CBR Raised,,Saransh Sharma,Reeti Sharma,05-03-25 18:32,1
3583,001glg865,Trucks and truck-related services Feb (#) - URGENT,CATI,GLG,40,40,51,,1,0,,03-03-25 5:30,14-03-25 5:30,"11 days, 0:00:00",1.5,9,31,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 18:31,1
3582,001glg864,Online Logistics Platform - (#609514),CATI,GLG,10,30,49,,1,0,,03-03-25 5:30,18-04-25 5:30,"46 days, 0:00:00",1.75,19,11,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 18:31,1
3581,071wer091,Interior Designers & Architects (449) - UNI,CATI,Werk Insights,150,150,46,,1,0,,28-02-25 5:30,27-03-25 5:30,"27 days, 0:00:00",15.5,150,0,CBR Raised,,Saransh Sharma,Ankit Narang,05-03-25 18:30,1
3580,001glg863,New 3P request - Gas Stations / Convenience Stores,CATI,GLG,30,50,50,,1,0,,28-02-25 5:30,18-04-25 5:30,"49 days, 0:00:00",4.25,32,18,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 18:29,1
3579,001glg862,AI in Engineering,CATI,GLG,30,50,49,,1,0,,28-02-25 5:30,28-03-25 5:30,"28 days, 0:00:00",7.25,50,0,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 18:28,1
3578,055pym107,A new study on FIs in the US and the UK,CATI,Pymnts,350,350,56,,1,0,,28-02-25 5:30,03-04-25 5:30,"34 days, 0:00:00",54,350,0,CBR Raised,,Saransh Sharma,Reeti Sharma,05-03-25 18:27,1
3577,001glg861,GLG Feasibility Request - Practitioners,CATI,GLG,70,163,75,,1,0,,03-03-25 5:30,28-03-25 5:30,"25 days, 0:00:00",18,163,0,Completed,,Saransh Sharma,Shivani Hanjura,05-03-25 7:00,1
3576,094arc105,Product Locators Survey,CATI,Archmetrics,100,105,48,,1,0,,28-02-25 5:30,20-03-25 5:30,"20 days, 0:00:00",11.5,105,0,CBR Raised,,Saransh Sharma,Saurabh Malik,05-03-25 6:59,1
3575,003pot266,Online degree students in Spain,CATI,potloc,15,30,34,,1,0,,28-02-25 5:30,07-03-25 5:30,"7 days, 0:00:00",4,16,14,Completed,,Saransh Sharma,Jagdeep Yadav,05-03-25 6:50,1
3574,001glg860,Heat Transfer (Survey #609361),CATI,GLG,15,35,50,,1,0,,28-02-25 5:30,21-03-25 5:30,"21 days, 0:00:00",3.75,27,8,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 6:47,1
3573,007qua085,BX-GIA-BT-Y1-CATI | Unimrkt,CATI,Qualtrics,150,150,44,,1,0,,27-02-25 5:30,13-03-25 5:30,"14 days, 0:00:00",,,,Cancelled,,Saransh Sharma,Ankit Narang,05-03-25 6:44,1
3572,001glg859,Freight Forwarding - PayCargo Customers Follow up,CATI,GLG,23,23,49,,1,0,,27-02-25 5:30,07-03-25 5:30,"8 days, 0:00:00",3.75,23,0,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 6:42,1
3571,004rot044,Follow-up to our H/C surveys targeting - Oncologis,CATI,Roth MKM,200,200,61,,1,0,,27-02-25 5:30,03-03-25 5:30,"4 days, 0:00:00",40,200,0,Completed,,Saransh Sharma,Shivani Hanjura,05-03-25 6:39,1
3570,001glg858,Digital Banking Solutions,CATI,GLG,40,40,40,,1,0,,27-02-25 5:30,21-03-25 5:30,"22 days, 0:00:00",3.25,18,22,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 6:37,1
3569,001glg857,Next-generation Global Operating Model,CATI,GLG,15,35,50,,1,0,,27-02-25 5:30,28-03-25 5:30,"29 days, 0:00:00",4.5,33,2,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 6:36,1
3568,001glg856,Semiconductor Survey (March 2025 Wave),CATI,GLG,30,40,58,,1,0,,27-02-25 5:30,18-04-25 5:30,"50 days, 0:00:00",5.5,36,4,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 6:34,1
3567,003pot265,3016a: K12 Parents of children of schools in Singa,CATI,potloc,20,200,28,,1,0,,27-02-25 5:30,19-03-25 5:30,"20 days, 0:00:00",7.5,114,86,Completed,,Saransh Sharma,Jagdeep Yadav,05-03-25 6:29,1
3566,001glg855,Financial Market Data Providers March 2025,CATI,GLG,25,50,55,,1,0,,27-02-25 5:30,18-04-25 5:30,"50 days, 0:00:00",5.75,40,10,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 6:26,1
3565,001glg854,Tax Management Software Users,CATI,GLG,20,60,49,,1,0,,27-02-25 5:30,14-03-25 5:30,"15 days, 0:00:00",8.25,55,5,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 6:24,1
3564,055pym106,Fintech and CU executive surveys,CATI,Pymnts,600,600,58,,1,0,,27-02-25 5:30,14-04-25 5:30,"46 days, 0:00:00",50.8,600,0,CBR Raised,,Saransh Sharma,Reeti Sharma,05-03-25 2:44,1
3563,001glg853,Payment Processing Trends--Resellers,CATI,GLG,20,40,49,,1,0,,26-02-25 5:30,14-03-25 5:30,"16 days, 0:00:00",4.5,30,10,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 2:42,1
3562,001glg852,K12 CTE Curriculum,CATI,GLG,20,20,50,,1,0,,26-02-25 5:30,07-03-25 5:30,"9 days, 0:00:00",0.25,2,18,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 2:42,1
3561,001glg773,Managed Security Service Users,CATI,GLG,15,15,49,,1,0,,26-02-25 5:30,14-03-25 5:30,"16 days, 0:00:00",2,14,1,Completed,,Saransh Sharma,Navneet Tiwari,05-03-25 2:41,1
3560,106idc108,IDC 2025 Microsoft CNAPP Study,CATI,IDC Consulting,300,300,45,,1,0,,24-02-25 5:30,11-03-25 5:30,"15 days, 0:00:00",11.3,300,0,CBR Raised,,Christopher Schaedel,Reeti Sharma,04-03-25 18:56,1
3559,006oxf082,IBM Global Pulse Wave 9 Human Resource Survey,CATI,Oxford Economics,150,150,37,,1,0,,03-03-25 5:30,05-03-25 5:30,"2 days, 0:00:00",8,150,0,CBR Raised,,Gaurav Prashant Saxena,Reeti Sharma,04-03-25 18:28,1
3558,006oxf081,IBM Global Pulse Wave 9 Customer Service Survey,CATI,Oxford Economics,150,150,37,,1,0,,03-03-25 5:30,06-03-25 5:30,"3 days, 0:00:00",7.8,150,0,CBR Raised,,Gaurav Prashant Saxena,Reeti Sharma,04-03-25 18:27,1
3557,006oxf080,IBM Global Pulse Wave 9 Procurement Survey,CATI,Oxford Economics,150,150,37,,1,0,,03-03-25 5:30,05-03-25 5:30,"2 days, 0:00:00",8.5,150,0,CBR Raised,,Gaurav Prashant Saxena,Reeti Sharma,04-03-25 18:27,1
3556,006oxf079,IBM Global Pulse Wave 9 Order to Cash Survey,CATI,Oxford Economics,150,150,37,,1,0,,03-03-25 5:30,06-03-25 5:30,"3 days, 0:00:00",5,150,0,CBR Raised,,Gaurav Prashant Saxena,Reeti Sharma,04-03-25 18:26,1
3555,006oxf078,IBM Global Pulse Wave 9 Finance Survey,CATI,Oxford Economics,150,150,37,,1,0,,03-03-25 5:30,05-03-25 5:30,"2 days, 0:00:00",6.5,150,0,CBR Raised,,Gaurav Prashant Saxena,Reeti Sharma,04-03-25 18:25,1
3554,006oxf077,IBM Operationalizing AI Quantitative Research Stud,CATI,Oxford Economics,5000,5000,46,,1,0,,03-03-25 5:30,30-05-25 5:30,"88 days, 0:00:00",95.5,2526,2474,On Hold,,Gaurav Prashant Saxena,Reeti Sharma,04-03-25 18:24,1
3553,121bri122,Project Grizzly,CATI,Bridgetown Research,30,30,65,,1,0,,25-02-25 5:30,21-03-25 5:30,"24 days, 0:00:00",15,10,20,Completed,,Christopher Schaedel,Jagdeep Yadav,03-03-25 18:10,1
3552,074ath167,Employee Decision Makers Study,CATI,Atheneum,50,63,60,,1,0,,27-01-25 5:30,17-03-25 5:30,"49 days, 0:00:00",17,63,0,Completed,,oyewalerotimi oketunji,Shivani Hanjura,28-02-25 15:23,1
3551,074ath166,(Target list) Neurologists,CATI,Atheneum,60,29,90,,1,0,,20-02-25 5:30,07-03-25 5:30,"15 days, 0:00:00",6,29,0,Completed,,oyewalerotimi oketunji,Shivani Hanjura,28-02-25 15:19,1
3550,005cin023,Industrial DM Brand Research,CATI,Cint,60,60,46,,1,0,,24-02-25 5:30,28-02-25 5:30,"4 days, 0:00:00",3,15,45,Completed,,Christopher Schaedel,Jagdeep Yadav,27-02-25 21:53,1
3549,005cin022,K-12 Study,CATI,Cint,300,300,44,,1,0,,21-02-25 5:30,17-03-25 5:30,"24 days, 0:00:00",63,300,0,Completed,,Christopher Schaedel,Jagdeep Yadav,27-02-25 21:52,1
3548,083glo096,"Annual Beer & Cider Hong Kong, South Korea, Japan",IDI,Global Data,16,15,221,,1,0,,26-02-25 5:30,28-03-25 5:30,"30 days, 0:00:00",26,15,0,Completed,,Gaurav Prashant Saxena,Vishal Pathak,27-02-25 18:08,1
3547,083glo095,"Syndicated Annual Soft Drinks 2025 (JP, SK)",IDI,Global Data,10,10,224,,1,0,,24-02-25 5:30,06-03-25 5:30,"10 days, 0:00:00",25.1,10,0,Completed,,Gaurav Prashant Saxena,Vishal Pathak,27-02-25 18:05,1
3546,083glo094,CCP4840 - ORS Assessment in LATAM 2025 - Colombia,IDI,Global Data,2,2,260,,1,0,,26-02-25 5:30,10-03-25 5:30,"12 days, 0:00:00",5,2,0,Completed,,Gaurav Prashant Saxena,Vishal Pathak,27-02-25 13:58,1
3545,074ath165,AI Development Platform for Healthcare Software,CATI,Atheneum,110,110,85,,1,0,,25-02-25 5:30,10-03-25 5:30,"13 days, 0:00:00",7,22,88,Completed,,oyewalerotimi oketunji,Shivani Hanjura,26-02-25 21:24,1
3544,074ath164,CTCL/PTCL,CATI,Atheneum,100,100,120,,1,0,,19-02-25 5:30,12-03-25 5:30,"21 days, 0:00:00",22,106,-6,Completed,,oyewalerotimi oketunji,Shivani Hanjura,26-02-25 21:22,1
3543,074ath163,Pricing strategy of cancer treatment,CATI,Atheneum,27,27,88,,1,0,,24-02-25 5:30,28-02-25 5:30,"4 days, 0:00:00",10,27,0,Completed,,oyewalerotimi oketunji,Shivani Hanjura,26-02-25 21:18,1
3542,006oxf076,IBV Consulting AS a Code Survey,CATI,Oxford Economics,1500,1500,46,,1,0,,21-02-25 5:30,10-04-25 5:30,"48 days, 0:00:00",228,1500,0,Completed,,Gaurav Prashant Saxena,Ishika Qaiser,26-02-25 14:13,1
3541,003pot264,Caribbean businesses,CATI,potloc,10,200,42,,1,0,,25-02-25 5:30,26-03-25 5:30,"29 days, 0:00:00",5,17,183,Completed,,Saransh Sharma,Jagdeep Yadav,26-02-25 3:15,1
3540,004rot043,AI Technology/General Enterprise Trends US,CATI,Roth MKM,100,100,44,,1,0,,25-02-25 5:30,12-03-25 5:30,"15 days, 0:00:00",9.5,100,0,CBR Raised,,Saransh Sharma,Reeti Sharma,26-02-25 3:14,1
3539,036inn065,INV171620 - US - Unimrkt CATI,CATI,Innovate MR,40,6,44,,1,0,,25-02-25 5:30,02-04-25 5:30,"36 days, 0:00:00",2,6,0,CBR Raised,,Saransh Sharma,Saurabh Malik,26-02-25 3:14,1
3538,001glg851,Jobsite Management Software,CATI,GLG,20,50,49,,1,0,,25-02-25 5:30,14-03-25 5:30,"17 days, 0:00:00",2.5,17,33,Completed,,Saransh Sharma,Navneet Tiwari,26-02-25 3:13,1
3537,001glg850,Realty Survey,CATI,GLG,30,50,49,,1,0,,25-02-25 5:30,21-03-25 5:30,"24 days, 0:00:00",6.5,48,2,Completed,,Saransh Sharma,Navneet Tiwari,26-02-25 3:12,1
3536,038kan047,Nationwide Brand Health Tracker - 156314 Wave 2 (F,CATI,Kantar,72,73,55,,1,0,,04-02-25 5:30,26-02-25 5:30,"22 days, 0:00:00",8.5,73,0,Completed,,Saransh Sharma,Jagdeep Yadav,25-02-25 22:47,1
3535,103ber114,Business Transformation AD Little Survey,CATI,Beresford Research,400,400,43,0,1,0,,24-02-25 5:30,01-04-25 5:30,"36 days, 0:00:00",57.5,400,0,CBR Raised,,Gaurav Prashant Saxena,Saurabh Malik,25-02-25 18:47,1
3534,076hay080,Law Firm Benchmark study,CATI,Hayhurst Consultancy,150,150,44,806,1,0,,24-02-25 5:30,20-03-25 5:30,"24 days, 0:00:00",13.5,150,0,CBR Raised,,Gaurav Prashant Saxena,Saurabh Malik,25-02-25 18:46,1
3533,007qua087,Qual2676-1218-MathCoursewareSurvey-[AW] | Unimrkt,CATI,Qualtrics,200,500,37,,1,0,,24-02-25 5:30,21-03-25 5:30,"25 days, 0:00:00",9.5,15,485,Completed,,Saransh Sharma,Reeti Sharma,25-02-25 4:18,1
3532,001glg849,Ad Inventory Management Software Solutions Buyers,CATI,GLG,20,50,51,,1,0,,24-02-25 5:30,20-03-25 5:30,"24 days, 0:00:00",7.5,49,1,Completed,,Saransh Sharma,Navneet Tiwari,25-02-25 4:18,1
3531,063rep100,REP-122424002 Food Industry DMs,CATI,Rep Data,50,50,48,,1,0,,24-02-25 5:30,05-03-25 5:30,"9 days, 0:00:00",3,11,39,Completed,,Saransh Sharma,Jagdeep Yadav,25-02-25 4:17,1
3530,001glg847,Sales compensation trends & Hot topics survey,CATI,GLG,50,50,50,,1,0,,24-02-25 5:30,14-03-25 5:30,"18 days, 0:00:00",1.25,7,43,Completed,,Saransh Sharma,Navneet Tiwari,25-02-25 4:16,1
3529,004rot042,New B2B project opportunity: UKG--Human Capital Ma,CATI,Roth MKM,100,150,46,,1,0,,24-02-25 5:30,27-03-25 5:30,"31 days, 0:00:00",46.1,138,12,CBR Raised,,Saransh Sharma,Reeti Sharma,25-02-25 4:14,1
3528,074ath162,APAC HCPs,CATI,Atheneum,620,1860,0,,1,0,,03-01-25 5:30,26-03-25 5:30,"82 days, 0:00:00",121,649,1211,In Progress,,Alexander parkman,Dipika Maheshwari,24-02-25 17:47,1
3527,078emi084,Wet AMD and DME Survey,CATI,EMI,150,150,0,,1,0,,18-12-24 5:30,16-01-25 5:30,"29 days, 0:00:00",22,150,0,Completed,,Saransh Sharma,Dipika Maheshwari,24-02-25 17:27,1
3526,074ath161,Mexico Study Quant,Online,Atheneum,10,10,0,,1,0,,12-12-24 5:30,19-12-24 5:30,"7 days, 0:00:00",5,10,0,Completed,,Alexander parkman,Dipika Maheshwari,24-02-25 17:20,1
3525,074ath160,ADHD Study Quant,Online,Atheneum,57,57,0,,1,0,,11-12-24 5:30,20-12-24 5:30,"9 days, 0:00:00",13,57,0,Completed,,Alexander parkman,Dipika Maheshwari,24-02-25 17:08,1
3524,003pot263,Pilot Survey - Short Timeline,CATI,potloc,5,10,44,,1,0,,21-02-25 5:30,28-02-25 5:30,"7 days, 0:00:00",3,8,2,Completed,,Saransh Sharma,Jagdeep Yadav,24-02-25 17:01,1
3523,004rot041,QSG POOL survey - Residential pool designer/builde,CATI,Roth MKM,100,100,42,,1,0,,21-02-25 5:30,14-03-25 5:30,"21 days, 0:00:00",8,100,0,CBR Raised,,Saransh Sharma,Reeti Sharma,24-02-25 17:01,1
3522,001glg846,Property Management Software,CATI,GLG,15,30,50,,1,0,,21-02-25 5:30,07-03-25 5:30,"14 days, 0:00:00",4.25,28,2,Completed,,Saransh Sharma,Navneet Tiwari,24-02-25 17:00,1
3521,003pot262,Industry of Luxury project - 2930a,CATI,potloc,15,60,48,,1,0,,21-02-25 5:30,10-03-25 5:30,"17 days, 0:00:00",6,44,16,Completed,,Saransh Sharma,Jagdeep Yadav,24-02-25 16:59,1
3520,001glg845,Swimming Pool Installer (PO#609644) FEBRUARY WAVE,CATI,GLG,30,90,56,,1,0,,21-02-25 5:30,14-03-25 5:30,"21 days, 0:00:00",8,60,30,Completed,,Saransh Sharma,Navneet Tiwari,24-02-25 16:59,1
3519,001glg844,UNI In house Lawyers Feb (#),CATI,GLG,150,300,53,,1,0,,21-02-25 5:30,14-03-25 5:30,"21 days, 0:00:00",31,220,80,Completed,,Saransh Sharma,Navneet Tiwari,24-02-25 16:58,1
3518,003pot261,Mining survey France/Poland - 2756a,CATI,potloc,50,60,38,,1,0,,21-02-25 5:30,13-03-25 5:30,"20 days, 0:00:00",9.5,31,29,Completed,,Saransh Sharma,Jagdeep Yadav,24-02-25 16:57,1
3517,001glg843,Vacation Rental Property Managers,CATI,GLG,40,90,49,,1,0,,21-02-25 5:30,21-03-25 5:30,"28 days, 0:00:00",11.75,82,8,Completed,,Saransh Sharma,Navneet Tiwari,24-02-25 16:57,1
3516,117all120,E-commerce Tax Software,CATI,All Experts,50,70,44,,1,0,,21-02-25 5:30,19-03-25 5:30,"26 days, 0:00:00",7.5,24,46,CBR Raised,,Saransh Sharma,Jagdeep Yadav,24-02-25 16:56,1
3515,074ath159,Neurologists Quant Survey,CATI,Atheneum,30,28,82,,1,0,,19-02-25 5:30,03-03-25 5:30,"12 days, 0:00:00",10,28,0,Completed,,Alexander parkman,Dipika Maheshwari,24-02-25 15:17,1
3514,074ath113,Ophthalmology Quant Study,CATI,Atheneum,34,34,88,,1,0,,29-01-25 5:30,14-02-25 5:30,"16 days, 0:00:00",7,34,0,Completed,,Alexander parkman,Dipika Maheshwari,24-02-25 15:12,1
3513,074ath158,Biomedical Engineers and Capital Procurement Leads,CATI,Atheneum,481,481,60,,1,0,,19-12-24 5:30,23-01-25 5:30,"35 days, 0:00:00",56,481,0,Completed,,Alexander parkman,Dipika Maheshwari,24-02-25 13:13,1
3512,074ath157,Ophthalmology Practice Manager Study,CATI,Atheneum,51,51,75,,1,0,,25-11-24 5:30,20-12-25 5:30,"390 days, 0:00:00",19,51,0,Completed,,Alexander parkman,Dipika Maheshwari,24-02-25 13:07,1
3511,074ath156,MCRC Patients wave 2,CATI,Atheneum,12,12,0,,1,0,,21-02-25 5:30,21-03-25 5:30,"28 days, 0:00:00",4,12,0,Completed,,Alexander parkman,Dipika Maheshwari,21-02-25 17:33,1
3510,074ath155,TAVI and Ortho Study(Qual),CATI,Atheneum,5,5,110,,1,0,,12-02-25 5:30,26-02-25 5:30,"14 days, 0:00:00",2,5,0,Completed,,Alexander parkman,Dipika Maheshwari,21-02-25 17:18,1
3509,120fmr121,Neurosurgeons VoC,CATI,FMR,80,90,100,,1,0,,24-02-25 5:30,04-04-25 5:30,"39 days, 0:00:00",15,90,0,Completed,,Alexander parkman,Dipika Maheshwari,21-02-25 16:20,1
3508,074ath154,Biomarker study,CATI,Atheneum,166,166,0,,1,0,,18-11-24 5:30,15-01-25 5:30,"58 days, 0:00:00",33,166,0,Completed,,Alexander parkman,Dipika Maheshwari,21-02-25 15:10,1
3507,103ber113,2025 Schneider Electric Global Brand Study,CATI,Beresford Research,5950,5950,38,,1,0,,03-02-25 5:30,28-05-25 5:30,"114 days, 0:00:00",453.5,3329,2621,In Progress,,Gaurav Prashant Saxena,Jagdeep Yadav,21-02-25 13:56,1
3502,074ath107,Pathology Survey,CATI,Atheneum,96,101,0,,1,0,,03-01-25 5:30,28-02-25 5:30,"56 days, 0:00:00",22,101,0,Completed,,Alexander parkman,Dipika Maheshwari,21-02-25 12:34,1
3501,117all119,Industry Media/Events_XLA2501,CATI,All Experts,50,50,48,,1,0,,14-02-25 5:30,26-02-25 5:30,"12 days, 0:00:00",8.5,46,4,Completed,,Saransh Sharma,Jagdeep Yadav,21-02-25 3:04,1
3500,007qua086,Qual52564-0203-GaryStudy2 | New Project Request,CATI,Qualtrics,50,60,46,,1,0,,18-02-25 5:30,14-03-25 5:30,"24 days, 0:00:00",8.5,60,0,Completed,,Saransh Sharma,Navneet Tiwari,21-02-25 3:00,1
3499,001glg842,Flexible Endoscope Survey (609422),CATI,GLG,35,75,49,,1,0,,19-02-25 5:30,11-04-25 5:30,"51 days, 0:00:00",10,63,12,Completed,,Saransh Sharma,Navneet Tiwari,21-02-25 2:59,1
3498,004rot040,Another Unique B2B opportunity- Nvidia,CATI,Roth MKM,20,20,46,,1,0,,19-02-25 5:30,20-03-25 5:30,"29 days, 0:00:00",60.5,16,4,CBR Raised,,Saransh Sharma,Reeti Sharma,21-02-25 2:26,1
3497,036inn061,INV161866 - US - Unimrkt CATI,CATI,Innovate MR,80,80,44,,1,0,,19-02-25 5:30,07-03-25 5:30,"16 days, 0:00:00",10.5,80,0,Completed,,Saransh Sharma,Saurabh Malik,21-02-25 2:26,1
3496,001glg841,Digital Research Platforms,CATI,GLG,30,30,49,,1,0,,19-02-25 5:30,07-03-25 5:30,"16 days, 0:00:00",1.5,9,21,Completed,,Saransh Sharma,Navneet Tiwari,21-02-25 2:24,1
3495,004rot039,Next volume - Financial Services Technology Soluti,CATI,Roth MKM,50,50,46,,1,0,,19-02-25 5:30,27-02-25 5:30,"8 days, 0:00:00",5,50,0,CBR Raised,,Saransh Sharma,Reeti Sharma,21-02-25 2:23,1
3494,001glg840,GLG Feasibility Request - Pet Food,CATI,GLG,10,30,49,,1,0,,19-02-25 5:30,07-03-25 5:30,"16 days, 0:00:00",3,20,10,Completed,,Saransh Sharma,Navneet Tiwari,21-02-25 2:22,1
3493,001glg839,Machine builders survey - Jan 2025 (#),CATI,GLG,10,60,52,,1,0,,19-02-25 5:30,15-04-25 5:30,"55 days, 0:00:00",8.25,60,0,Completed,,Saransh Sharma,Navneet Tiwari,21-02-25 2:21,1
3492,001glg838,Pharma excipients and growth media survey,CATI,GLG,15,26,82,,1,0,,18-02-25 5:30,07-03-25 5:30,"17 days, 0:00:00",6,26,0,Completed,,Saransh Sharma,Shivani Hanjura,21-02-25 2:20,1
3491,003pot260,B2B SMEs Banking in KSA - Quote for 06.02.25 5.30p,CATI,potloc,30,70,42,,1,0,,19-02-25 5:30,06-03-25 5:30,"15 days, 0:00:00",7,48,22,Completed,,Saransh Sharma,Jagdeep Yadav,21-02-25 2:18,1
3489,001glg836,Cloud Video Security Solutions Follow up Survey,CATI,GLG,5,15,20,,1,0,,14-02-25 5:30,14-03-25 5:30,"28 days, 0:00:00",1.5,12,3,Completed,,Saransh Sharma,Navneet Tiwari,21-02-25 2:15,1
3488,003pot259,Home Care Retailers Survey (Re-contacts),CATI,potloc,8,8,5,,1,0,,14-02-25 5:30,24-02-25 5:30,"10 days, 0:00:00",1,8,0,Completed,,Saransh Sharma,Jagdeep Yadav,21-02-25 2:13,1
3487,074ath153,Infectious Disease Specialists - UMKT (AP168819),CATI,Atheneum,50,31,92,,1,0,,13-02-25 5:30,05-03-25 5:30,"20 days, 0:00:00",10.5,31,0,Completed,,Alexander parkman,Dipika Maheshwari,20-02-25 13:14,1
3486,074ath152,Haemato-Oncologists Study,CATI,Atheneum,10,10,82,0,1,0,,06-02-25 5:30,12-02-25 5:30,"6 days, 0:00:00",2,9,1,Completed,,Alexander parkman,Dipika Maheshwari,20-02-25 13:09,1
3485,074ath151,Acute Ischemic Stroke RT Quant study -UMKT (AP169633),CATI,Atheneum,5,5,80,,1,0,,04-02-25 5:30,10-02-25 5:30,"6 days, 0:00:00",1.5,5,0,Completed,,Alexander parkman,Dipika Maheshwari,20-02-25 12:51,1
3484,038kan046,Optum Brand Tracking (212492017),CATI,Kantar,63,63,112,,1,0,,24-01-25 5:30,28-01-25 5:30,"4 days, 0:00:00",1,1,62,Completed,,Saransh Sharma,Dipika Maheshwari,20-02-25 12:30,1
3483,074ath150,Pneumococcal Vaccination Study,CATI,Atheneum,55,55,82,,1,0,,30-01-25 5:30,16-04-25 5:30,"76 days, 0:00:00",12,52,3,Completed,,Alexander parkman,Dipika Maheshwari,20-02-25 12:20,1
3482,074ath149,Surgical Products Procurement,CATI,Atheneum,111,105,0,,1,0,,03-01-25 5:30,31-01-25 5:30,"28 days, 0:00:00",19.5,105,0,Completed,,Alexander parkman,Dipika Maheshwari,20-02-25 11:41,1
3481,074ath148,Physician Study on Osteogenesis Imperfecta (OI),CATI,Atheneum,220,230,0,,1,0,,17-09-24 5:30,01-01-25 5:30,"106 days, 0:00:00",37,230,0,Completed,,Alexander parkman,Dipika Maheshwari,20-02-25 11:33,1
3480,074ath121,Pharma Sales Quant,CATI,Atheneum,154,154,90,,1,0,,11-12-24 5:30,06-02-25 5:30,"57 days, 0:00:00",27,112,42,Completed,,Alexander parkman,Dipika Maheshwari,20-02-25 11:21,1
3479,003pot258,2842a - Uni - Re: Preliminary feasibility request,CATI,potloc,10,70,41,,1,0,,17-02-25 5:30,06-03-25 5:30,"17 days, 0:00:00",7.5,63,7,Completed,,Saransh Sharma,Jagdeep Yadav,18-02-25 9:17,1
3478,071wer090,RFQ: Hospital Tech DMs (463) - UNI,CATI,Werk Insights,50,100,46,,1,0,,17-02-25 5:30,20-03-25 5:30,"31 days, 0:00:00",8.5,100,0,CBR Raised,,Saransh Sharma,Ankit Narang,18-02-25 9:16,1
3477,002sym012,SYM250346 Auto Repair Shops,CATI,Symmetric Sampling,150,150,42,,1,0,,17-02-25 5:30,28-02-25 5:30,"11 days, 0:00:00",7,34,116,Completed,,Saransh Sharma,Saurabh Malik,18-02-25 9:16,1
3476,003pot257,Clients of Industrial boilers,CATI,potloc,100,200,48,,1,0,,17-02-25 5:30,17-03-25 5:30,"28 days, 0:00:00",30,161,39,Completed,,Saransh Sharma,Jagdeep Yadav,18-02-25 9:15,1
3475,071wer089,RFQ - sales tools DMs,CATI,Werk Insights,110,110,48,,1,0,,17-02-25 5:30,13-03-25 5:30,"24 days, 0:00:00",10.5,108,2,CBR Raised,,Saransh Sharma,Ankit Narang,18-02-25 9:14,1
