id,name,target_group_cleaned,target_group_bucket,loi_minutes,location_cleaned,tg_freq,loc_freq,tg_loc_freq,tg_avg_loi,loc_avg_loi,tg_diversity,loi_deviation_tg,loi_deviation_loc
127,SoW for GLG_Customer Trends in Sustainability Survey_Apr 16' 24,Procurement Sales Product Managers Sustainability Top Management,it,35.0,"France, Germany, United Kingdom, United States, Canada, South Africa, Brazil, China, India, Japan",1.0,1.0,1,35.0,35.0,1.0,0.0,0.0
128,SoW for GLG_Data and Information Insights Study_Jan 3' 24,Chief Technology Officer Chief Dataanalytics Officer Other Csuite Nonceocfo,it,35.0,United States,1.0,170.0,1,35.0,29.589285714285715,1.0,0.0,5.410714285714285
129,SoW for GLG_Datadog Resellers Survey (Jan)_Jan 11' 24,Manager Level Roles,b2b,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
130,SoW for GLG_Dialysis Tech Trends Survey_Feb 15' 24,Current Customers,other,25.0,United States,2.0,170.0,1,25.0,29.589285714285715,2.0,0.0,-4.589285714285715
131,SoW for GLG_Digital Transformation in Manufacturing Survey_Feb 19' 24,Unimrkt Will Target Full Time Senior Managers Heads Directors Csuites Roles,b2b,35.0,,1.0,0.0,0,35.0,0.0,0.0,0.0,35.0
132,SoW for GLG_DM1 Pulse Survey_Mar 18' 24,Neurologistsneuromuscular Specialists,other,15.0,United States,1.0,170.0,1,15.0,29.589285714285715,1.0,0.0,-14.589285714285715
133,SoW for GLG_DME Continuous Glucose Monitoring Service Survey_Sep 5' 24 ,Manager Respondents Who Have Knowledge,b2b,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
134,SoW for GLG_Document Management Survey_Feb 16' 24,Current Customers,other,25.0,"United States, Canada, United Kingdom",2.0,1.0,1,25.0,25.0,2.0,0.0,0.0
135,SoW for GLG_E-Commerce Advertisers Survey_Mar 6' 25,Ecommerce Advertisers,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
136,SoW for GLG_Early Childhood Center Survey_May 14' 24,Early Childhood Years Education,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
137,SoW for GLG_EDA Software Survey_Aug 27' 24,Semiconductor Companies Involved,other,25.0,United States,2.0,170.0,2,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
138,SoW for GLG_EDA Software Survey_Aug 27' 24_ (002),Semiconductor Companies Involved,other,25.0,United States,2.0,170.0,2,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
139,SoW for GLG_Energy Lawyers Survey_Jul 25' 24 (002),General Counsel Deputy Gc Assistant Gc Chief Legal Office,other,25.0,Australia,1.0,2.0,1,25.0,27.5,1.0,0.0,-2.5
140,SoW for GLG_Enterprises Software Survey (Jan 2024)_Jan 15' 24,Cios Who Are Currently Using Sap As Their It Provider,other,35.0,United States,2.0,170.0,2,35.0,29.589285714285715,1.0,0.0,5.410714285714285
141,SoW for GLG_Enterprises Software Survey (Wave 3)_Jul 18' 24 (003),Cios Who Are Currently Using Sap As Their It Provider,other,35.0,United States,2.0,170.0,2,35.0,29.589285714285715,1.0,0.0,5.410714285714285
142,SoW for GLG_ESG Solutions Survey_Jul 29' 24,Unimrkt Will Target Manager Seniority Under The Following Functions Trade Compliance Risk Esg Legal Compliance General Counsel Procurement Dms No Csuites Supply Chain Management,it,30.0,"United Kingdom, Germany, France, Belgium, Netherlands",1.0,1.0,1,30.0,30.0,1.0,0.0,0.0
143,SoW for GLG_European Airport Survey (Wave 2)_Jul 15' 24,Fulltime Or Parttime Employees Who Are At Least Moderately Knowledgeable About The Current Airport Outlook And Can Comment On The Recovery Outlook To Pre Covid Levels,it,25.0,"Italy, Spain, United Kingdom, Germany, France",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
144,SoW for GLG_Executive Coaching Survey_Sep 9' 24,Manager Roles Under The Below Mentioned Titles Ownerfounder Csuite Vp Director Manager,b2b,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
145,SoW for GLG_Fashion E-Commerce Survey March 2024 Wave_Apr 8' 24,Senior Salesmarketing Manager Owner Ceo Cmo,b2b,35.0,"Germany, United Kingdom, Spain, Italy, France",1.0,1.0,1,35.0,35.0,1.0,0.0,0.0
146,SoW for GLG_Fertility Clinics Study_Jan 18' 24 ,Reproductive Endocrinologist Gynaecologist Or Obstetrician Working,other,25.0,China,1.0,2.0,1,25.0,30.0,1.0,0.0,-5.0
147,SoW for GLG_Field Service Management Software Solutions Survey_Sep 30' 24,Ceo Cio Cfo Owner Managers,b2b,25.0,"Australia, United States, United Kingdom",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
148,SoW for GLG_Financial Market Data Providers Survey March 2024 Wave_Apr 8' 24,Decision Makers Or Key Influencers,other,10.0,Switzerland,1.0,2.0,1,10.0,17.5,1.0,0.0,-7.5
149,SoW for GLG_Golf Course DMs Survey_Aug 9' 24 ,Golf Course Dms Survey,other,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
150,SoW for GLG_Healthcare IT Study_Jan 9' 24 ,Healthcare Executives,healthcare,35.0,United States,1.0,170.0,1,35.0,29.589285714285715,1.0,0.0,5.410714285714285
151,SoW for GLG_Healthcare Vendor Relationships Study_Jan 11' 24,Third Party Administrators Tpa,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
152,SoW for GLG_Hospital Facilities Health and Safety Survey_Feb 22' 24,Unimrkt Will Target Respondents Who Must Be An Influencer Or Decision Maker,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
153,SoW for GLG_HPC Sector Survey_Mar 11' 24 (003),Sales Director Channel Managers Distribution Partnerships Account Managers,b2b,25.0,Italy,1.0,2.0,1,25.0,25.0,1.0,0.0,0.0
154,SoW for GLG_IBM Platinum Partners Survey (July 2024 Wave)_Jul 18' 24,Clevel Or Equivalent Svplevel Or Equivalent Vplevel Or Equivalent Directorlevel Or Equivalent,b2b,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
155,SoW for GLG_Independent Restaurant Owners Survey_Apr 29' 24 (002),Owners,other,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
156,SoW for GLG_IT Asset Management Survey_Jul 23' 24,Director Seniority,b2b,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
157,SoW for GLG_IT Resellers Survey (April 2024 Wave)_Apr 9' 24 ,It Resellers Sales Marketing Operations,other,25.0,Japan,2.0,4.0,2,25.0,27.5,1.0,0.0,-2.5
158,SoW for GLG_IT Resellers Survey (Wave 5)_Jan 3' 24,It Resellers Sales Marketing Operations,other,25.0,Japan,2.0,4.0,2,25.0,27.5,1.0,0.0,-2.5
159,SoW for GLG_Lab Platforms Study_Jan 19' 24 ,Lab Manager Lab Coordinator Lab Technician It Security It Director Procurement Director Chief Executive Officer Chief Information Officer Cyber Security Lab Assistanttechnician,it,30.0,"Brazil, Mexico",1.0,1.0,1,30.0,30.0,1.0,0.0,0.0
160,SoW for GLG_Legal Gen AI Survey_Oct 22' 24 ,Buyers,other,25.0,"United States, United Kingdom",1.0,3.0,1,25.0,26.666666666666668,1.0,0.0,-1.6666666666666679
161,SoW for GLG_Legal Software Survey_Jun 12' 24,Decision Makers,other,25.0,United States,4.0,170.0,3,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
162,SoW for GLG_Lexis Nexis Westlaw Study_Jan 31' 24,Law Firms,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
163,SoW for GLG_Locomotives and Railcar Survey (July 2024 Wave)_Jul 18' 24,Director Personnel Involved,b2b,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
164,SoW for GLG_Logistics Survey_Jun 5' 24,Unimrkt Will Target Decision Makers Office Segments That Are Involved,other,35.0,,1.0,0.0,0,35.0,0.0,0.0,0.0,35.0
165,SoW for GLG_Material (Recontact Survey)_Apr 26' 24,Must At Least Have Experience Operating Diesel Forklift Equipment And Should Be Involved,other,,"United Kingdom, France, Germany",1.0,1.0,1,0.0,0.0,1.0,,
166,SoW for GLG_Microbiology Testing Instrument Survey_Aug 7' 24,Physicians Must Prescribe Antibiotics On A Daily Basis Must Prescribe Antibiotics To At Least Patients Per Day Must Work At A Hospital,healthcare,25.0,"United Kingdom, France, Germany, Spain, Italy",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
167,SoW for GLG_Mining Survey_Feb 7' 24 (004),Unimrkt Will Target Respondents Who Either Are A Decisionmaker,other,25.0,"United States, Canada, Brazil, Australia, South Africa, Argentina, Mexico",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
168,SoW for GLG_MMSI Market Assessment Study (Wave 4 January 2025)_Jan 3' 25,Sales Professionals,other,25.0,United States,2.0,170.0,2,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
169,SoW for GLG_MMSI Market Assessment Study_Mar 18' 24 ,Sales Professionals,other,25.0,United States,2.0,170.0,2,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
170,SoW for GLG_Moodys and MSCI Products Study (April 2024 Wave)_Apr 9' 24,Unimrkt Will Target Respondents Fulfilling The Below Mentioned Criteria Must Have The Following Decisionmaking Authority Regarding The Procurement Decision,other,25.0,"Germany, Italy, United Kingdom, United States",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
171,SoW for GLG_Mortgage Software Survey (July 2024 Wave)_Jul 9' 24,Decision Makers Key Influencers,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
172,SoW for GLG_MSFT Azure Resellers Survey (April 2024 Wave)_Apr 17' 24,Resellers,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
173,SoW for GLG_Network Distributors and Customers Survey (April 2024 Wave)_Apr 17' 24,Managers And Above Job Roles Respondents,b2b,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
174,SoW for GLG_Nice Partner Trends Study_Feb 7' 24 (002),Csuite Level Or Equivalent Senior Vice President Or Equivalent Vice President Level Or Equivalent Director Level Or Equivalent Manager Level Or Equivalent,b2b,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
175,SoW for GLG_PAH Study_Jan 10' 24,Pulmonologists Cardiologists,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
176,SoW for GLG_Patient Monitoring Systems and Imaging Usage Study_Mar 8' 24, Primary Or Soledecision Maker Part,other,25.0,"Brazil, Mexico, Indonesia",1.0,2.0,1,25.0,25.0,1.0,0.0,0.0
177,SoW for GLG_Payers Survey_Jan 4' 24 ,Payerspbmsindustry Consultants,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
178,SoW for GLG_Payment Processing Trends  Resellers Survey_Feb 27' 25,Sellers,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
179,SoW for GLG_PEO Survey_Dec 11' 24,Decision Makers At Employers Who Currently Use Peos,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
180,SoW for GLG_Pest Control Industry Study_Jan 5' 24,Full Time Or Part Time Employees Who Are Knowledgeable,other,25.0,"Germany, France, Italy, Spain",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
181,SoW for GLG_Pest Control Trends Study (Wave 2)_Apr 8' 24,Soledecision Makers Or Respondents Who Are Part,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
182,SoW for GLG_Pest Control Trends Study_Jan 2' 24,Operations And Business Development Sales,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
183,SoW for GLG_Powersports Study (March Wave)_Mar 14' 24 (003),Distributors,b2b,20.0,United States,2.0,170.0,1,20.0,29.589285714285715,2.0,0.0,-9.589285714285715
184,SoW for GLG_Property Management Software Users Survey_Jul 15' 24,Fulltime And Parttime Employees Fulfilling Certain Criteria,it,25.0,"France, Germany, Italy, Spain",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
185,SoW for GLG_Public Monitoring Systems and Imaging Usage Study_Mar 8' 24,Must Have The Following Level,other,25.0,"Brazil, Mexico, Indonesia",1.0,2.0,1,25.0,25.0,1.0,0.0,0.0
186,SoW for GLG_Residential Door Locks Survey (July Wave)_Jul 18' 24,Lock Distributor Mostly Purchase,b2b,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
187,SoW for GLG_Resins Furniture Trends Survey_May 16' 24,Fulltimeparttime Employees Who Are Knowledgeable About Resins Furniture And Can Discuss The Latest Trends,other,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
188,SoW for GLG_Salon Software Usage Study_Jan 15' 24 (003),Sole Decision Makers Or Individuals Who Are Part,consumer,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
189,SoW for GLG_Scalable Filtration Study (Re-Run)_Apr 26' 24,Unimrkt Will Target Professionals Fulfilling The Below Criteria Must Have Experience,other,30.0,"United Kingdom, Germany, France, Italy, Spain, China, India, Japan",1.0,1.0,1,30.0,30.0,1.0,0.0,0.0
190,SoW for GLG_Semiconductor Manufacturing Equipment Survey_Apr 25' 24,Users,consumer,30.0,Japan,1.0,4.0,1,30.0,27.5,1.0,0.0,2.5
191,SoW for GLG_Software Professionals Survey_Apr 17' 24 ,Software Professionals,it,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
192,SoW for GLG_Software Space Survey_May 24' 24 (002),Full Timepart Time Employees,other,35.0,Germany,1.0,3.0,1,35.0,45.0,1.0,0.0,-10.0
193,SoW for GLG_Swimming Pool Equipment Study (March 2024 Wave)_Apr 8' 24 (002),Installers And Distributors,b2b,20.0,United States,1.0,170.0,1,20.0,29.589285714285715,1.0,0.0,-9.589285714285715
194,SoW for GLG_Tabletop Game Stores Survey_Jul 23' 24 (002),Owner Store Managersupervisor,b2b,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
195,SoW for GLG_Tissue Industry Survey_Apr 16' 24,Unimrkt Will Target The Respondents Fulfilling The Below Mentioned Criteria Have Decisionmaking Responsibilities,other,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
196,SoW for GLG_Tracking Devices and Software in Construction Survey_Aug 1' 24 (003),Fulltime And Selfemployed Employeesbusiness Owners Responsible,other,25.0,"United States, United Kingdom, Austria, Belgium, Denmark, Finland, France, Germany, Greece, Ireland, Italy, Luxembourg, Netherlands, Norway, Poland, Spain, Sweden",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
197,SoW for GLG_Triple Staining VoC Study_Jan 5' 24,Lab Managersdirectors Pathologists ,b2b,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
198,SoW for GLG_Utility-Scale Renewable Developers Survey_Feb 2' 24,Utilityscale Renewable Developers,it,40.0,,1.0,0.0,0,40.0,0.0,0.0,0.0,40.0
199,SoW for GLG_Wire Transfer Survey_Feb 20' 24v2,,other,25.0,United States,0.0,170.0,0,0.0,29.589285714285715,0.0,25.0,-4.589285714285715
200,SoW for GLG_Wix Studio Partners Survey_Apr 17' 24 (002),Agencies Who Use And Partner,other,25.0,"United States, New Zealand, India, Singapore, Australia",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
201,SoW for GLG_XXL Bioreactors Study_Jan 2' 24 ,All Working,other,35.0,China,1.0,2.0,1,35.0,30.0,1.0,0.0,5.0
202,SoW for Innovate MR_Accounting firms Study (INV160078)_Nov 18' 24,It Decision Makers,other,30.0,,3.0,0.0,0,30.0,0.0,1.0,0.0,30.0
203,SoW for Innovate MR_Audit Technology and Software Solutions (INV160078)_Nov 18' 24,It Decision Makers,other,30.0,United States,3.0,170.0,2,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
204,SoW for Innovate MR_Audit Technology and Software Solutions Study (INV160078)_Nov 18' 24,It Decision Makers,other,30.0,United States,3.0,170.0,2,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
205,SoW for Innovate MR_Cell Culture Media Survey_Nov 25' 24,Scientists Working At Drug Developers,it,35.0,"United States, Canada",1.0,7.0,1,35.0,34.285714285714285,1.0,0.0,0.7142857142857153
206,SoW for Innovate MR_Commercial Interior Designers Survey_Dec 9' 24,Commercial Interior Designers Who Work On Commercial Interior Design Eg Interiors,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
207,SoW for Innovate MR_Commercial Truck Drivers Survey_Nov 25' 24,Commercial Truck Drivers,other,15.0,,1.0,0.0,0,15.0,0.0,0.0,0.0,15.0
208,SoW for Innovate MR_Fertility Leadership Study_Jan 15' 25 ,Senior Leaders Marketing Directorvp Chief Marketing Officer Financegrowthrevenue Cycle Manager Cfo Ceo Operations Director Coo Cliniclab Operations Practice Manager Medical Directors Embryologistlab Director Clinic Level Staff Fertility Nurses Advanced Practice Providers Reproductive Endocrinologists,healthcare,40.0,United States,1.0,170.0,1,40.0,29.589285714285715,1.0,0.0,10.410714285714285
209,SoW for Innovate MR_General Population Survey_May 9' 24,Malefemale Aged Years Or Older,other,25.0,"Bahrain, Iraq",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
210,SoW for Innovate MR_INVREHABT and INV165819  Skilled Nursing Facilities Survey_December 19' 24,Coordinatorsregionalsconsultants Directors,b2b,40.0,,1.0,0.0,0,40.0,0.0,0.0,0.0,40.0
211,SoW for Innovate MR_Insurance Industry Study_Nov 18' 24,Fulltime Employed Professionals,other,30.0,"France, Germany",1.0,1.0,1,30.0,30.0,1.0,0.0,0.0
212,SoW for Innovate MR_Microbiology Testing Instruments Survey_Jan 15' 25,Lab Director Lab Manager Lab Supervisor Biologist Microbiologist,b2b,40.0,United States,1.0,170.0,1,40.0,29.589285714285715,1.0,0.0,10.410714285714285
213,SoW for Innovate MR_PE Firms Survey_Oct 28' 24,Directors,b2b,25.0,"Nigeria, South Africa, Chile, Brazil, Mexico, Australia, China, Singapore, Hong Kong",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
214,SoW for Innovate MR_Psychiatry Nurses Survey_Nov 21' 24,Psychiatric Nurses Working,healthcare,60.0,United States,1.0,170.0,1,60.0,29.589285714285715,1.0,0.0,30.410714285714285
215,SoW for Innovate MR_VHNWIs and UHNWIs Survey_Nov 27' 24,Vhnwis And Uhnwis,other,30.0,"Canada, Mexico, Brazil, Argentina, Chile, United Kingdom, Germany, France, Switzerland, Italy, Norway, Japan, China, Australia, India, Hong Kong, Singapore, Luxembourg, Netherlands",1.0,1.0,1,30.0,30.0,1.0,0.0,0.0
216,SoW for Insight by Design_Bloomberg Survey_Mar 11' 24,Fullparttime Or Not Currently Employed Respondents Fulfilling The Below Mentioned Criteria Must Not Use Bloomberg Terminal Prontovis Index Vendox System Products Or Share An Account,other,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
217,SoW for Kantar Research_Google B2B Brand Building Survey_Nov 27' 24,Marketing Functional Roles Or Individuals,consumer,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
218,SoW for Kantar Research_Optum Brand Tracking Survey (212492017)_Jan 6' 25,Health Plansbuyers,other,60.0,United States,1.0,170.0,1,60.0,29.589285714285715,1.0,0.0,30.410714285714285
219,SoW for Med Survey_MDS Patient Study (Wave 6)_Nov 29' 24,Retailer Food Service Manufacturer Distributor Trader,it,25.0,"Germany, Austria, Belgium, Sweden",1.0,2.0,1,25.0,25.0,1.0,0.0,0.0
220,SoW for PYMNTS_CFO Monitor Survey (Phase 4)_May 6' 24,Chief Financial Officers,other,25.0,United States,2.0,170.0,2,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
221,SoW for PYMNTS_CFO Monitor Survey (Phase 8)_Sep 16' 24,Chief Financial Officers,other,25.0,United States,2.0,170.0,2,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
222,SoW for PYMNTS_Chief Financial Officers Survey (CAIO Instrument) February 2025 Wave_Feb 20' 25,Chief Operating Officers,other,35.0,United States,3.0,170.0,3,35.0,29.589285714285715,1.0,0.0,5.410714285714285
223,SoW for PYMNTS_Chief Financial Officers Survey (CAIO Instrument) May 2024 Wave_May 6' 24,Chief Operating Officers,other,35.0,United States,3.0,170.0,3,35.0,29.589285714285715,1.0,0.0,5.410714285714285
224,SoW for PYMNTS_Chief Financial Officers Survey (CAIO Instrument) September 2024 Wave_Sep 6' 24,Chief Operating Officers,other,35.0,United States,3.0,170.0,3,35.0,29.589285714285715,1.0,0.0,5.410714285714285
225,SoW for PYMNTS_Credit Union Executives and Fintech Survey_Nov 22' 24,Credit Union Executives,b2b,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
226,SoW for PYMNTS_Financial Institutions Survey_Mar 3' 25,Credit Underwriting Commercial Landing Customer Acquisition Risk Management And Compliance,other,30.0,"United States, United Kingdom",1.0,3.0,1,30.0,26.666666666666668,1.0,0.0,3.333333333333332
227,SoW for PYMNTS_Global Acquirer Study_Nov 20' 24,Acquirers That Process Sales Transactions,finance,25.0,"Brazil, Mexico, Saudi Arabia, Singapore, United Arab Emirates, United Kingdom",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
228,SoW for Peerless Insights_Community Study Sampling Study_Nov 19' 24,Decision Makers About The Selectionpurchase,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
229,SoW for Peerless Insights_On-Prem Video Solution Study_Nov 19' 24,Individuals Responsible,consumer,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
230,SoW for Potloc_AI Challenges Survey_Dec 13' 24, Respondents That Have Already Usedimplemented Generative Ai,it,20.0,"France, Germany, Switzerland, Italy",1.0,1.0,1,20.0,20.0,1.0,0.0,0.0
231,SoW for Potloc_Academic Publishing Space Survey_May 17' 24,Librarians At Universitiescentral Library And Selffunded Authors Publishing,other,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
232,SoW for Potloc_Affluent and HNWIs Survey_Nov 29' 24,Affluent And Hnwis Survey,other,25.0,,1.0,0.0,0,25.0,0.0,0.0,0.0,25.0
233,SoW for Potloc_Airline Software Study_Jan 10' 25,Hobbyists Or Wealthy Individuals Who Have Their Own Planes Director,b2b,35.0,United States,1.0,170.0,1,35.0,29.589285714285715,1.0,0.0,5.410714285714285
234,SoW for Potloc_Asset Management Study_Sep 10' 24,Portfolio Manager Vp Asset Management Director Vp Portfolio Strategy,b2b,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
235,SoW for Potloc_Auto Loans Customers Survey_Feb 22' 24,Auto Loans Customers Survey,finance,35.0,United States,1.0,170.0,1,35.0,29.589285714285715,1.0,0.0,5.410714285714285
236,SoW for Potloc_B2B Oil and Gas Survey_Feb 13' 25, Age,other,30.0,,3.0,0.0,0,23.333333333333332,0.0,2.0,6.666666666666668,30.0
237,SoW for Potloc_B2B Survey_Feb 2' 24,End Customers And Purchasers,other,40.0,Germany,1.0,3.0,1,40.0,45.0,1.0,0.0,-5.0
238,SoW for Potloc_B2B in France Study_Feb 20' 24,Financial Planners Financial Advisors Accountants Business Owners And Company Managers,b2b,25.0,France,1.0,5.0,1,25.0,26.0,1.0,0.0,-1.0
239,SoW for Potloc_B2C Camara Education Survey_Aug 16' 24 ,Students And Aluminis,other,45.0,Spain,1.0,4.0,1,45.0,32.5,1.0,0.0,12.5
240,SoW for Potloc_B2C Student and Alumini Survey_Jul 30' 24 (002),Students And Alumni Who Studied Education And Has A Masters Degree,other,30.0,Spain,2.0,4.0,2,30.0,32.5,1.0,0.0,-2.5
241,SoW for Potloc_B2C Student and Alumini Survey_Jul 30' 24,Students And Alumni Who Studied Education And Has A Masters Degree,other,30.0,Spain,2.0,4.0,2,30.0,32.5,1.0,0.0,-2.5
242,SoW for Potloc_BI Decision Makers Study_Nov 20' 24,Bi Decision Makers,other,25.0,"United States, United Kingdom, Australia",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
243,SoW for Potloc_Business Process Outsourcing Survey_Nov 27' 24,Currently Outsource Some Business Process Services Involved,other,30.0,United Kingdom,1.0,8.0,1,30.0,30.0,1.0,0.0,0.0
244,SoW for Potloc_Buyers of Diagnostic Machines Survey_Dec 13' 24,Senior Procurement Decision Makersdirectorsmanagers,b2b,25.0,France,1.0,5.0,1,25.0,26.0,1.0,0.0,-1.0
245,SoW for Potloc_Car Dealers Study_Jan 9' 25,Car Dealers,other,30.0,United Kingdom,1.0,8.0,1,30.0,30.0,1.0,0.0,0.0
246,SoW for Potloc_Car Dealership Survey_Dec 5' 24 , Respondents Working At Management Position,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
247,SoW for Potloc_Construction Equipment Study_Jan 11' 24,Professionals Who Know The Purchasing Criteria And Level,other,25.0,France,1.0,5.0,1,25.0,26.0,1.0,0.0,-1.0
248,SoW for Potloc_Databases Platforms Study_Feb 6' 25,European Based Database Platform,it,10.0,,1.0,0.0,0,10.0,0.0,0.0,0.0,10.0
249,SoW for Potloc_Dental Implant Suppliers Survey_Jan 10' 24,Dentists Fulfilling The Below Mentioned Criteria,other,50.0,,1.0,0.0,0,50.0,0.0,0.0,0.0,50.0
250,SoW for Potloc_E-Procurement Software User Survey_Jan 12' 24,Unimrkt Will Target Fulltime Employees Who Have Some Decisionmaking Authority Regarding The Process,other,40.0,"United States, Canada",1.0,7.0,1,40.0,34.285714285714285,1.0,0.0,5.714285714285715
251,SoW for Potloc_Electricians Survey_Jan 25' 24, Electricians Menwomen,other,25.0,Ireland,1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
252,SoW for Potloc_Energy Purchasing Study (Wave 3)_Nov 29' 24,Respondents Who Are Responsible Or Coresponsible,other,30.0,France,1.0,5.0,1,30.0,26.0,1.0,0.0,4.0
253,SoW for Potloc_Field Management Software Study_Jan 15' 25,Unimrkt Will Target Respondents Involved,other,25.0,"United States, United Kingdom",1.0,3.0,1,25.0,26.666666666666668,1.0,0.0,-1.6666666666666679
254,SoW for Potloc_Finance Survey_Feb 14' 25,Decision Makers,other,15.0,United States,4.0,170.0,3,25.0,29.589285714285715,1.0,-10.0,-14.589285714285715
255,SoW for Potloc_Financial Services Survey_May 17' 24, Menwomen Working,other,25.0,"United States, France, Germany, Switzerland, Belgium, Netherlands, Luxembourg, United Kingdom",1.0,1.0,1,25.0,25.0,1.0,0.0,0.0
256,SoW for Potloc_Fire Safety Players Survey_Feb 12' 25 , Age,other,25.0,France,3.0,5.0,1,23.333333333333332,26.0,2.0,1.6666666666666679,-1.0
257,SoW for Potloc_Fleet Owners Study_Jan 22' 24,Fleet Owners Or Business Owners Plumber Craftsman Services Who Have A Fleet,other,25.0,United States,1.0,170.0,1,25.0,29.589285714285715,1.0,0.0,-4.589285714285715
258,SoW for Potloc_Food Ordering Survey_Sep 23' 24,Unimrkt Will Target Us Nat Reps While Targeting Minimum On Each Gender Malefemale And Respondents Fulfilling The Belowmentioned Criteria Must Be Less Than Years,other,30.0,United States,1.0,170.0,1,30.0,29.589285714285715,1.0,0.0,0.4107142857142847
259,SoW for Potloc_Grocery Store Managers Survey_Dec 16' 24,Grocery Store Managers,b2b,30.0,,1.0,0.0,0,30.0,0.0,0.0,0.0,30.0
